301.1487 315.5176 295.1739 318.3934 303.5394 312.2749 -12.1088 306.8667
212.0399 219.4758 204.2184 224.4768 215.1524 216.6103 -8.5516 212.9214
146.3943 156.4188 147.3739 159.4703 149.7600 157.8006 -5.7695 154.5851
128.6356 135.5044 127.2699 140.1551 132.5833 136.1192 -4.8758 133.5672
132.7020 136.7650 126.1717 141.6170 135.5758 135.5274 -5.7888 132.7928
178.3381 189.7056 180.2467 194.2945 183.3052 190.7173 -5.9887 187.6745
216.7107 227.2140 213.7235 232.0372 220.8833 225.9564 -7.9713 222.3400
211.7903 219.3985 204.2858 224.3871 214.9688 216.6466 -8.4955 212.9689
157.9283 168.5093 160.3082 173.0546 162.8636 169.9881 -5.2569 167.1945
161.8064 169.7115 159.2609 174.4488 165.7175 169.4237 -6.1277 166.4559
220.2156 228.3005 212.7769 233.2973 223.4626 225.4462 -8.7582 221.6725
215.8850 229.0833 217.5843 233.7275 221.0506 229.4641 -7.2354 225.9802
228.8426 239.4657 224.9801 244.3374 232.9073 237.7239 -8.4963 233.9438
231.6251 240.3282 224.2287 245.3377 234.9550 237.3189 -9.1210 233.4139
212.8806 226.0267 214.7578 230.6603 218.0647 226.5138 -7.1113 223.0694
200.1725 209.3433 196.3771 214.1764 204.0659 208.0512 -7.5583 204.6056
76.8913 78.9840 71.9535 83.7038 79.7449 79.1270 -3.7409 77.0821
69.8112 76.7891 73.8656 81.1584 74.5345 80.1575 -2.1511 78.4305
74.8372 78.3472 72.5083 82.9653 78.2332 79.4260 -3.2796 77.4733
76.6978 78.9240 72.0058 83.6342 79.6024 79.1552 -3.6974 77.1190
31.9278 37.3070 36.6190 41.6044 36.5414 41.4597 -0.8289 40.1890
-0.5184 -0.4896 -2.0961 4.0051 2.5497 1.9705 -0.7274 0.9119
141.1292 146.4774 134.5734 149.8084 142.8556 145.3228 -6.7392 141.9709
81.8588 89.4536 85.8963 93.8387 86.6565 92.6370 -2.5436 90.7698
130.5508 136.1005 126.7523 140.8447 133.9946 135.8409 -5.3049 133.2033
38.4607 39.3322 34.8547 43.9530 41.3491 40.5089 -2.2957 38.9448
69.6513 76.7395 73.9088 81.1009 74.4168 80.1808 -2.1153 78.4610
119.8590 124.7557 115.8947 129.4926 123.1982 124.5975 -4.9840 122.0796
76.0425 78.7208 72.1828 83.3986 79.1202 79.2506 -3.5503 77.2438
91.7535 99.8171 95.7124 104.2177 96.5986 102.8260 -2.8757 100.8419
183.9342 191.4403 178.7355 196.3063 187.4234 189.9028 -7.2452 186.6088
106.3299 110.5046 102.3345 115.2257 109.5749 110.5368 -4.5509 108.1751
224.1918 238.0239 226.2361 242.6654 229.4847 238.4008 -7.4520 234.8296
140.7442 146.3581 134.6774 149.6701 142.5723 145.3789 -6.6528 142.0442
151.5183 158.0073 145.9901 161.3124 153.5309 157.0548 -6.9200 153.6093
215.5360 228.9752 217.6785 233.6021 220.7938 229.5149 -7.1571 226.0466
176.3021 183.1349 170.6305 188.0092 179.6412 181.5468 -7.0698 178.3289
218.2763 227.6993 213.3007 232.6001 222.0354 225.7285 -8.3228 222.0418
212.6788 225.9641 214.8124 230.5877 217.9161 226.5432 -7.0660 223.1079
279.4588 290.6300 272.0277 295.7011 283.0911 286.8973 -10.6742 282.4364
125.0170 130.5709 121.7185 135.2891 128.5314 130.5671 -5.0502 128.0068
69.7572 76.7724 73.8802 81.1390 74.4948 80.1654 -2.1390 78.4408
76.7519 78.9407 71.9912 83.6537 79.6423 79.1473 -3.7096 77.1087
105.2907 110.1824 102.6151 114.8521 108.8101 110.6881 -4.3176 108.3730
69.8338 76.7961 73.8595 81.1666 74.5511 80.1542 -2.1562 78.4262
99.0601 102.0822 93.7391 106.8445 101.9756 101.7626 -4.5162 99.4504
176.5980 184.7962 173.2370 189.5831 180.4312 184.0054 -6.7297 180.8447
100.4557 108.6836 103.9209 113.1139 105.2519 111.3918 -3.2320 109.2938
162.1155 167.7547 155.6640 172.6408 165.1966 166.1070 -6.7287 163.0332
129.3965 135.7403 127.0644 140.4286 133.1432 136.0085 -5.0466 133.4223
204.4454 217.1215 206.2694 221.7465 209.5635 217.7157 -6.8464 214.3677
177.2469 183.4278 170.3753 188.3489 180.3365 181.4093 -7.2819 178.1490
216.9139 227.2770 213.6686 232.1103 221.0328 225.9268 -8.0169 222.3013
198.4384 210.7582 200.1874 215.3785 203.5016 211.4157 -6.6633 208.1355
211.8283 219.4102 204.2755 224.4007 214.9967 216.6411 -8.5041 212.9617
228.2089 239.2692 225.1513 244.1096 232.4409 237.8162 -8.3540 234.0645
158.1102 168.5657 160.2591 173.1200 162.9975 169.9617 -5.2978 167.1598
165.3479 170.8094 158.3045 175.7220 168.3238 168.9082 -6.9229 165.7814
216.3559 227.1040 213.8193 231.9097 220.6222 226.0080 -7.8916 222.4076
178.5401 189.7682 180.1922 194.3671 183.4538 190.6879 -6.0341 187.6361
205.9329 213.0815 198.1634 218.0728 209.0169 210.3249 -8.3461 206.7082
198.7072 208.8891 196.7729 213.6496 202.9875 208.2645 -7.2293 204.8846
217.4601 230.2557 218.3298 234.9334 222.4592 230.3252 -7.4119 226.8013
203.3656 210.3332 195.5148 215.3244 206.4157 207.5865 -8.2753 203.9974
148.7904 157.1616 146.7268 160.3317 151.5234 157.4518 -6.3075 154.1288
225.3946 238.3968 225.9113 243.0978 230.3699 238.2258 -7.7221 234.6005
185.8994 192.0496 178.2047 197.0128 188.8697 189.6168 -7.6865 186.2345
94.6748 100.7203 94.9238 105.2668 98.7465 102.4004 -3.5324 100.2848
